zona,hora,dia_semana,clima,evento_especial,nivel_trafico
Zona 4,3,Sábado,Soleado,0,Bajo
Zona 10,10,Lunes,Soleado,0,Bajo
Periférico,17,Jueves,Nublado,0,Alto
Calzada Roosevelt,2,Domingo,Soleado,0,Bajo
Zona 1,16,Lunes,Lluvia,0,Alto
Zona 10,4,Viernes,Lluvia,0,Moderado
Zona 4,21,Viernes,Soleado,0,Bajo
Zona 4,20,Jueves,Nublado,0,Bajo
Zona 1,14,Miércoles,Lluvia,0,Moderado
Periférico,6,Miércoles,Nublado,0,Alto
Calzada Roosevelt,12,Viernes,Nublado,0,Moderado
Zona 12,2,Martes,Soleado,0,Bajo
Periférico,13,Jueves,Soleado,0,Moderado
Zona 10,13,Jueves,Nublado,0,Moderado
Calzada Roosevelt,18,Miércoles,Lluvia,0,Alto
Zona 4,9,Jueves,Nublado,0,Moderado
Zona 4,12,Domingo,Soleado,0,Bajo
Periférico,23,Sábado,Soleado,0,Bajo
Calzada Roosevelt,6,Lunes,Soleado,0,Moderado
Calzada Roosevelt,18,Viernes,Soleado,0,Alto
Zona 1,22,Domingo,Lluvia,0,Bajo
Zona 12,19,Martes,Soleado,0,Moderado
Periférico,3,Viernes,Lluvia,0,Moderado
Periférico,1,Martes,Nublado,0,Bajo
Zona 12,16,Domingo,Soleado,0,Bajo
Zona 4,17,Sábado,Nublado,0,Moderado
Zona 1,5,Viernes,Lluvia,0,Moderado
Zona 1,0,Miércoles,Soleado,0,Bajo
Zona 10,12,Miércoles,Lluvia,0,Alto
Calzada Roosevelt,16,Martes,Soleado,0,Alto
Zona 1,23,Domingo,Soleado,0,Bajo
Zona 10,12,Viernes,Lluvia,0,Moderado
Zona 12,14,Lunes,Soleado,0,Moderado
Zona 10,11,Viernes,Soleado,0,Moderado
Zona 12,8,Miércoles,Soleado,0,Moderado
Zona 10,11,Lunes,Soleado,0,Moderado
Calzada Roosevelt,12,Jueves,Lluvia,0,Moderado
Periférico,10,Sábado,Lluvia,0,Moderado
Calzada Roosevelt,12,Martes,Soleado,1,Alto
Zona 10,5,Jueves,Soleado,0,Bajo
Periférico,0,Jueves,Soleado,0,Bajo
Zona 1,16,Sábado,Nublado,0,Alto
Calzada Roosevelt,9,Sábado,Soleado,1,Alto
Periférico,16,Jueves,Lluvia,0,Alto
Periférico,16,Jueves,Nublado,0,Alto
Zona 1,3,Martes,Soleado,0,Moderado
Zona 12,15,Domingo,Soleado,0,Bajo
Periférico,20,Martes,Nublado,0,Moderado
Calzada Roosevelt,5,Domingo,Soleado,0,Bajo
Zona 4,6,Jueves,Nublado,0,Alto
Calzada Roosevelt,3,Viernes,Lluvia,0,Moderado
Zona 10,7,Lunes,Nublado,0,Moderado
Periférico,3,Miércoles,Nublado,1,Moderado
Zona 12,12,Domingo,Soleado,0,Bajo
Zona 1,22,Viernes,Soleado,0,Moderado
Zona 12,21,Lunes,Soleado,0,Bajo
Zona 4,9,Miércoles,Nublado,0,Moderado
Zona 12,14,Domingo,Nublado,0,Bajo
Zona 12,5,Sábado,Soleado,0,Bajo
Periférico,17,Martes,Soleado,0,Moderado
Zona 10,23,Sábado,Soleado,0,Bajo
Calzada Roosevelt,20,Sábado,Soleado,0,Bajo
Periférico,17,Sábado,Soleado,0,Moderado
Zona 10,5,Viernes,Soleado,0,Bajo
Zona 1,15,Miércoles,Nublado,0,Moderado
Zona 1,15,Jueves,Lluvia,1,Alto
Zona 4,11,Miércoles,Soleado,1,Moderado
Periférico,21,Martes,Lluvia,0,Moderado
Calzada Roosevelt,1,Lunes,Lluvia,0,Moderado
Zona 4,22,Viernes,Lluvia,0,Moderado
Periférico,0,Miércoles,Nublado,0,Moderado
Periférico,21,Jueves,Soleado,0,Bajo
Zona 12,9,Domingo,Nublado,0,Moderado
Zona 10,21,Viernes,Soleado,0,Bajo
Calzada Roosevelt,9,Jueves,Soleado,0,Alto
Zona 4,18,Lunes,Soleado,0,Moderado
Zona 10,19,Jueves,Nublado,1,Alto
Zona 10,13,Lunes,Nublado,0,Moderado
Zona 10,17,Jueves,Nublado,1,Alto
Calzada Roosevelt,19,Jueves,Soleado,0,Moderado
Zona 1,4,Martes,Lluvia,0,Moderado
Zona 1,3,Viernes,Nublado,0,Bajo
Zona 10,11,Martes,Nublado,0,Moderado
Zona 4,7,Viernes,Soleado,0,Moderado
Zona 12,14,Martes,Soleado,0,Bajo
Zona 10,15,Domingo,Soleado,0,Bajo
Zona 12,14,Miércoles,Soleado,0,Moderado
Calzada Roosevelt,3,Martes,Nublado,0,Moderado
Zona 4,16,Domingo,Soleado,0,Bajo
Calzada Roosevelt,20,Sábado,Soleado,0,Bajo
Periférico,4,Lunes,Lluvia,0,Moderado
Calzada Roosevelt,19,Miércoles,Lluvia,0,Alto
Zona 10,3,Domingo,Soleado,0,Bajo
Zona 4,4,Lunes,Soleado,0,Bajo
Periférico,15,Miércoles,Lluvia,0,Alto
Calzada Roosevelt,21,Viernes,Soleado,0,Moderado
Zona 4,9,Miércoles,Soleado,0,Moderado
Zona 10,9,Sábado,Soleado,0,Moderado
Zona 1,20,Viernes,Soleado,0,Bajo
Zona 10,3,Lunes,Lluvia,0,Moderado
Zona 10,5,Lunes,Soleado,0,Bajo
Periférico,16,Martes,Nublado,0,Alto
Periférico,5,Jueves,Lluvia,0,Moderado
Zona 1,11,Domingo,Soleado,0,Bajo
Zona 10,14,Jueves,Nublado,0,Moderado
Zona 1,18,Miércoles,Nublado,0,Alto
Zona 1,13,Martes,Soleado,0,Moderado
Calzada Roosevelt,18,Sábado,Soleado,1,Alto
Calzada Roosevelt,0,Viernes,Nublado,0,Bajo
Periférico,2,Miércoles,Soleado,0,Bajo
Zona 1,19,Domingo,Soleado,0,Moderado
Zona 10,4,Domingo,Soleado,1,Bajo
Zona 10,18,Martes,Soleado,0,Moderado
Zona 1,11,Sábado,Soleado,0,Bajo
Periférico,0,Viernes,Nublado,0,Moderado
Zona 10,0,Sábado,Soleado,0,Bajo
Calzada Roosevelt,1,Sábado,Soleado,1,Bajo
Zona 12,21,Domingo,Nublado,0,Bajo
Periférico,23,Jueves,Soleado,0,Bajo
Zona 1,7,Martes,Soleado,1,Alto
Periférico,4,Jueves,Soleado,0,Bajo
Zona 12,8,Lunes,Soleado,0,Alto
Zona 10,9,Martes,Soleado,0,Moderado
Periférico,21,Martes,Nublado,0,Bajo
Periférico,19,Miércoles,Soleado,0,Alto
Zona 12,2,Domingo,Nublado,0,Bajo
Zona 10,5,Domingo,Nublado,0,Bajo
Zona 1,3,Miércoles,Nublado,0,Bajo
Zona 10,9,Viernes,Lluvia,0,Alto
Zona 10,23,Sábado,Nublado,0,Bajo
Zona 12,0,Lunes,Soleado,1,Bajo
Zona 12,18,Lunes,Soleado,0,Moderado
Zona 4,5,Sábado,Soleado,0,Bajo
Zona 4,2,Jueves,Nublado,1,Moderado
Zona 12,8,Miércoles,Soleado,0,Moderado
Zona 10,8,Martes,Nublado,0,Alto
Zona 1,20,Domingo,Soleado,1,Moderado
Zona 1,13,Viernes,Soleado,1,Alto
Calzada Roosevelt,17,Miércoles,Soleado,0,Alto
Periférico,15,Domingo,Nublado,0,Moderado
Zona 12,12,Sábado,Soleado,0,Moderado
Zona 10,13,Miércoles,Nublado,0,Moderado
Periférico,10,Lunes,Soleado,0,Moderado
Periférico,4,Lunes,Soleado,0,Bajo
Calzada Roosevelt,10,Miércoles,Nublado,0,Moderado
Zona 12,10,Viernes,Nublado,0,Moderado
Periférico,10,Martes,Soleado,0,Moderado
Calzada Roosevelt,10,Sábado,Soleado,0,Bajo
Zona 10,13,Sábado,Nublado,0,Moderado
Calzada Roosevelt,15,Viernes,Soleado,0,Moderado
Zona 4,6,Miércoles,Nublado,0,Alto
Zona 12,4,Lunes,Soleado,0,Bajo
Zona 1,20,Viernes,Soleado,0,Bajo
Calzada Roosevelt,22,Sábado,Lluvia,1,Moderado
Zona 4,16,Martes,Soleado,0,Moderado
Calzada Roosevelt,8,Sábado,Nublado,0,Alto
Zona 1,21,Viernes,Nublado,0,Moderado
Zona 10,21,Lunes,Soleado,0,Bajo
Periférico,19,Domingo,Soleado,0,Moderado
Calzada Roosevelt,1,Viernes,Nublado,0,Moderado
Periférico,0,Sábado,Soleado,0,Bajo
Zona 10,13,Martes,Soleado,0,Moderado
Zona 1,9,Jueves,Soleado,0,Alto
Periférico,18,Sábado,Soleado,1,Alto
Calzada Roosevelt,8,Domingo,Nublado,0,Alto
Zona 4,7,Domingo,Nublado,0,Moderado
Zona 10,12,Sábado,Nublado,0,Moderado
Calzada Roosevelt,15,Lunes,Soleado,1,Alto
Zona 4,16,Domingo,Soleado,0,Moderado
Zona 4,16,Domingo,Soleado,0,Bajo
Zona 10,2,Domingo,Lluvia,0,Bajo
Zona 12,15,Lunes,Nublado,0,Moderado
Calzada Roosevelt,21,Lunes,Soleado,0,Bajo
Periférico,18,Miércoles,Lluvia,0,Alto
Zona 10,20,Sábado,Soleado,0,Bajo
Zona 4,7,Sábado,Soleado,0,Moderado
Zona 12,19,Lunes,Lluvia,0,Alto
Calzada Roosevelt,21,Domingo,Soleado,1,Bajo
Calzada Roosevelt,2,Miércoles,Soleado,0,Moderado
Periférico,3,Miércoles,Soleado,0,Moderado
Zona 10,10,Martes,Nublado,0,Moderado
Zona 12,1,Viernes,Soleado,0,Bajo
Zona 4,4,Viernes,Soleado,0,Bajo
Zona 10,4,Miércoles,Nublado,0,Moderado
Zona 12,8,Domingo,Lluvia,0,Moderado
Zona 10,20,Martes,Lluvia,0,Moderado
Periférico,9,Jueves,Soleado,0,Alto
Zona 10,7,Viernes,Soleado,0,Moderado
Zona 12,10,Domingo,Nublado,0,Bajo
Zona 12,18,Martes,Soleado,1,Alto
Periférico,5,Lunes,Soleado,1,Moderado
Calzada Roosevelt,0,Sábado,Soleado,0,Bajo
Periférico,12,Miércoles,Nublado,0,Alto
Calzada Roosevelt,14,Domingo,Nublado,0,Moderado
Zona 12,4,Jueves,Soleado,0,Bajo
Calzada Roosevelt,21,Sábado,Soleado,0,Bajo
Calzada Roosevelt,23,Sábado,Nublado,0,Bajo
Zona 10,23,Domingo,Lluvia,1,Moderado
Zona 4,1,Miércoles,Nublado,0,Bajo
Zona 10,19,Jueves,Soleado,0,Moderado
Zona 4,2,Viernes,Soleado,0,Bajo
Calzada Roosevelt,16,Miércoles,Soleado,0,Alto
Periférico,10,Sábado,Soleado,0,Moderado
Periférico,5,Domingo,Nublado,0,Bajo
Zona 10,2,Miércoles,Nublado,0,Bajo
Zona 10,3,Viernes,Nublado,0,Bajo
Zona 4,10,Lunes,Soleado,0,Moderado
Periférico,1,Domingo,Nublado,0,Bajo
Zona 10,20,Jueves,Soleado,0,Bajo
Zona 12,5,Lunes,Soleado,1,Bajo
Zona 4,22,Sábado,Soleado,1,Bajo
Zona 12,4,Domingo,Nublado,0,Bajo
Periférico,9,Sábado,Soleado,0,Moderado
Zona 12,21,Sábado,Nublado,0,Bajo
Periférico,17,Jueves,Nublado,0,Alto
Zona 10,14,Jueves,Soleado,0,Moderado
Zona 10,23,Martes,Soleado,0,Bajo
Zona 1,5,Martes,Lluvia,0,Moderado
Periférico,19,Viernes,Soleado,0,Alto
Periférico,10,Domingo,Soleado,1,Moderado
Calzada Roosevelt,22,Domingo,Soleado,0,Bajo
Zona 4,16,Domingo,Nublado,0,Moderado
Calzada Roosevelt,13,Jueves,Soleado,0,Moderado
Zona 1,9,Sábado,Soleado,0,Moderado
Zona 4,6,Jueves,Soleado,0,Moderado
Periférico,23,Martes,Soleado,0,Moderado
Calzada Roosevelt,7,Jueves,Soleado,0,Alto
Calzada Roosevelt,23,Jueves,Nublado,0,Bajo
Calzada Roosevelt,3,Viernes,Soleado,0,Bajo
Periférico,23,Domingo,Soleado,0,Bajo
Zona 10,13,Sábado,Soleado,0,Bajo
Zona 10,11,Jueves,Soleado,0,Moderado
Zona 4,22,Martes,Soleado,0,Bajo
Calzada Roosevelt,15,Martes,Nublado,0,Alto
Zona 4,14,Domingo,Soleado,0,Bajo
Zona 1,7,Jueves,Soleado,0,Moderado
Zona 1,11,Jueves,Nublado,0,Moderado
Zona 10,15,Martes,Soleado,0,Moderado
Zona 1,7,Viernes,Lluvia,0,Alto
Zona 10,12,Lunes,Soleado,0,Moderado
Zona 12,6,Lunes,Nublado,0,Alto
Periférico,23,Jueves,Soleado,0,Moderado
Calzada Roosevelt,21,Martes,Lluvia,0,Moderado
Periférico,5,Sábado,Soleado,1,Moderado
Zona 12,16,Miércoles,Nublado,0,Alto
Zona 12,8,Domingo,Soleado,0,Moderado
Periférico,3,Viernes,Nublado,0,Bajo
Zona 12,19,Viernes,Soleado,0,Moderado
Calzada Roosevelt,16,Martes,Soleado,1,Alto
Periférico,7,Miércoles,Soleado,1,Alto
Calzada Roosevelt,16,Jueves,Nublado,0,Alto
Periférico,17,Domingo,Nublado,1,Alto
Calzada Roosevelt,13,Sábado,Soleado,0,Moderado
Calzada Roosevelt,15,Domingo,Nublado,0,Moderado
Zona 1,19,Martes,Nublado,0,Alto
Zona 1,19,Lunes,Nublado,0,Alto
Zona 10,1,Lunes,Soleado,0,Bajo
Periférico,7,Miércoles,Soleado,0,Alto
Periférico,18,Miércoles,Nublado,0,Alto
Zona 4,20,Viernes,Nublado,1,Moderado
Zona 4,5,Viernes,Nublado,0,Bajo
Zona 1,2,Miércoles,Soleado,0,Moderado
Zona 4,7,Miércoles,Nublado,0,Moderado
Zona 10,23,Sábado,Soleado,0,Bajo
Zona 10,19,Jueves,Soleado,1,Alto
Calzada Roosevelt,19,Martes,Nublado,0,Alto
Zona 12,13,Miércoles,Soleado,0,Moderado
Zona 12,0,Martes,Soleado,0,Bajo
Zona 12,7,Martes,Lluvia,0,Alto
Zona 12,23,Domingo,Lluvia,0,Bajo
Zona 10,23,Sábado,Soleado,1,Bajo
Zona 10,2,Viernes,Soleado,1,Bajo
Zona 10,11,Lunes,Nublado,0,Moderado
Zona 4,19,Jueves,Lluvia,0,Alto
Zona 1,21,Lunes,Nublado,1,Moderado
Zona 1,19,Lunes,Nublado,0,Alto
Zona 1,19,Sábado,Nublado,1,Alto
Zona 12,14,Sábado,Nublado,0,Moderado
Calzada Roosevelt,5,Lunes,Soleado,0,Moderado
Zona 12,17,Viernes,Nublado,0,Alto
Zona 10,7,Martes,Nublado,1,Alto
Zona 10,4,Martes,Nublado,0,Moderado
Calzada Roosevelt,5,Viernes,Soleado,0,Bajo
Zona 1,7,Jueves,Nublado,0,Alto
Zona 4,12,Miércoles,Nublado,0,Bajo
Periférico,8,Domingo,Lluvia,0,Alto
Zona 4,22,Domingo,Soleado,0,Bajo
Periférico,7,Viernes,Nublado,0,Alto
Zona 4,21,Martes,Nublado,0,Bajo
Zona 10,12,Sábado,Nublado,0,Moderado
Calzada Roosevelt,16,Sábado,Soleado,0,Moderado
Zona 10,13,Sábado,Soleado,0,Bajo
Calzada Roosevelt,12,Lunes,Soleado,0,Moderado
Calzada Roosevelt,21,Martes,Nublado,0,Moderado
Calzada Roosevelt,19,Sábado,Soleado,0,Moderado
Zona 12,16,Lunes,Nublado,0,Alto
Zona 10,10,Domingo,Nublado,0,Moderado
Zona 12,3,Miércoles,Soleado,0,Bajo
Calzada Roosevelt,16,Domingo,Soleado,0,Moderado
Periférico,13,Viernes,Soleado,0,Moderado
Zona 12,15,Sábado,Soleado,0,Bajo
Zona 4,2,Sábado,Soleado,1,Bajo
Zona 1,6,Viernes,Nublado,0,Alto
Zona 4,15,Miércoles,Soleado,0,Bajo
Calzada Roosevelt,20,Viernes,Soleado,0,Bajo
Calzada Roosevelt,22,Viernes,Soleado,1,Moderado
Periférico,11,Jueves,Nublado,0,Moderado
Zona 4,14,Martes,Soleado,0,Bajo
Zona 10,2,Martes,Soleado,1,Moderado
Zona 12,16,Lunes,Soleado,0,Moderado
Zona 10,21,Lunes,Soleado,0,Bajo
Calzada Roosevelt,9,Miércoles,Lluvia,0,Alto
Zona 1,17,Lunes,Soleado,0,Alto
Zona 10,14,Viernes,Soleado,0,Moderado
Zona 1,1,Viernes,Nublado,0,Moderado
Periférico,9,Lunes,Nublado,0,Alto
Zona 1,13,Miércoles,Nublado,0,Alto
Zona 10,10,Viernes,Nublado,1,Alto
Zona 1,1,Jueves,Soleado,1,Moderado
Zona 10,15,Lunes,Soleado,0,Moderado
Zona 4,15,Sábado,Nublado,0,Moderado
Zona 4,11,Jueves,Soleado,1,Moderado
Zona 4,14,Domingo,Nublado,0,Bajo
Periférico,7,Jueves,Soleado,0,Moderado
Calzada Roosevelt,16,Jueves,Nublado,1,Alto
Calzada Roosevelt,14,Jueves,Soleado,0,Moderado
Zona 4,6,Viernes,Lluvia,0,Moderado
Zona 10,14,Jueves,Nublado,0,Moderado
Zona 4,20,Viernes,Nublado,0,Bajo
Periférico,3,Martes,Soleado,0,Bajo
Periférico,3,Sábado,Soleado,0,Bajo
Zona 10,21,Viernes,Soleado,0,Bajo
Zona 12,8,Domingo,Soleado,0,Moderado
Zona 1,19,Lunes,Soleado,0,Moderado
Zona 12,22,Sábado,Soleado,0,Bajo
Zona 12,1,Viernes,Lluvia,0,Moderado
Zona 12,18,Martes,Nublado,0,Moderado
Calzada Roosevelt,18,Domingo,Soleado,0,Moderado
Zona 4,1,Jueves,Nublado,0,Bajo
Calzada Roosevelt,10,Lunes,Soleado,0,Moderado
Zona 4,14,Martes,Soleado,0,Moderado
Zona 12,0,Domingo,Soleado,0,Bajo
Zona 4,23,Jueves,Soleado,0,Bajo
Zona 10,10,Viernes,Soleado,0,Moderado
Zona 1,21,Martes,Nublado,0,Moderado
Periférico,19,Sábado,Soleado,0,Moderado
Zona 12,9,Lunes,Nublado,0,Alto
Calzada Roosevelt,21,Viernes,Nublado,0,Moderado
Zona 10,8,Martes,Soleado,0,Moderado
Zona 12,8,Martes,Soleado,0,Alto
Zona 12,1,Lunes,Nublado,0,Bajo
Zona 10,1,Domingo,Nublado,0,Bajo
Zona 12,4,Jueves,Soleado,0,Bajo
Zona 4,13,Sábado,Nublado,0,Bajo
Zona 4,11,Sábado,Soleado,0,Bajo
Periférico,15,Viernes,Lluvia,0,Moderado
Calzada Roosevelt,3,Jueves,Lluvia,0,Moderado
Zona 10,15,Miércoles,Lluvia,0,Alto
Periférico,6,Domingo,Soleado,0,Moderado
Calzada Roosevelt,22,Sábado,Soleado,0,Bajo
Zona 12,16,Lunes,Soleado,0,Moderado
Calzada Roosevelt,19,Domingo,Nublado,0,Alto
Zona 10,0,Viernes,Nublado,0,Moderado
Periférico,21,Sábado,Soleado,0,Bajo
Zona 12,2,Viernes,Soleado,0,Bajo
Periférico,1,Viernes,Lluvia,0,Moderado
Zona 1,19,Jueves,Soleado,0,Alto
Periférico,23,Miércoles,Soleado,0,Moderado
Zona 12,13,Miércoles,Nublado,0,Moderado
Zona 1,16,Martes,Nublado,0,Alto
Zona 10,0,Miércoles,Nublado,0,Bajo
Zona 12,8,Domingo,Lluvia,0,Moderado
Zona 10,12,Miércoles,Soleado,0,Moderado
Zona 12,19,Domingo,Nublado,0,Moderado
Zona 12,7,Martes,Soleado,0,Alto
Zona 10,12,Jueves,Nublado,0,Moderado
Zona 10,11,Domingo,Soleado,0,Bajo
Zona 4,10,Sábado,Soleado,0,Bajo
Periférico,19,Sábado,Nublado,0,Alto
Zona 10,19,Sábado,Lluvia,0,Alto
Calzada Roosevelt,3,Lunes,Nublado,0,Moderado
Zona 10,20,Viernes,Soleado,0,Bajo
Calzada Roosevelt,21,Sábado,Soleado,0,Bajo
Zona 1,6,Sábado,Soleado,0,Moderado
Calzada Roosevelt,22,Martes,Nublado,1,Moderado
Zona 1,21,Viernes,Soleado,0,Bajo
Zona 10,16,Miércoles,Soleado,0,Moderado
Calzada Roosevelt,14,Sábado,Lluvia,0,Moderado
Zona 10,14,Viernes,Soleado,0,Moderado
Zona 1,9,Domingo,Nublado,1,Alto
Zona 4,9,Lunes,Nublado,0,Moderado
Zona 10,19,Lunes,Soleado,0,Moderado
Zona 12,16,Jueves,Soleado,0,Moderado
Periférico,17,Lunes,Soleado,0,Alto
Zona 12,17,Jueves,Soleado,0,Moderado
Zona 1,17,Jueves,Soleado,0,Alto
Zona 10,3,Viernes,Soleado,1,Moderado
Zona 1,3,Sábado,Soleado,0,Bajo
Zona 12,17,Martes,Soleado,1,Alto
Zona 4,22,Martes,Soleado,0,Bajo
Zona 10,4,Martes,Nublado,1,Moderado
Zona 4,0,Martes,Nublado,1,Moderado
Zona 1,21,Viernes,Soleado,0,Moderado
Periférico,20,Domingo,Nublado,0,Bajo
Zona 4,2,Domingo,Lluvia,0,Bajo
Zona 4,0,Jueves,Soleado,0,Bajo
Zona 4,3,Lunes,Soleado,0,Bajo
Zona 12,5,Martes,Nublado,0,Moderado
Zona 10,15,Domingo,Soleado,0,Bajo
Zona 1,8,Martes,Soleado,0,Alto
Calzada Roosevelt,9,Viernes,Soleado,0,Alto
Zona 4,14,Domingo,Soleado,0,Bajo
Zona 4,14,Miércoles,Soleado,0,Bajo
Calzada Roosevelt,18,Miércoles,Soleado,0,Alto
Zona 12,18,Viernes,Soleado,0,Moderado
Zona 10,15,Lunes,Nublado,1,Moderado
Periférico,1,Lunes,Lluvia,0,Moderado
Zona 4,10,Sábado,Soleado,0,Bajo
Zona 12,16,Jueves,Soleado,0,Moderado
Zona 12,22,Miércoles,Nublado,0,Bajo
Zona 4,12,Miércoles,Nublado,0,Moderado
Zona 1,18,Miércoles,Nublado,0,Alto
Zona 12,13,Lunes,Soleado,1,Moderado
Periférico,12,Viernes,Soleado,0,Moderado
Zona 4,1,Martes,Soleado,0,Bajo
Zona 12,14,Viernes,Soleado,0,Moderado
Zona 10,2,Domingo,Soleado,0,Bajo
Calzada Roosevelt,11,Lunes,Nublado,0,Moderado
Periférico,18,Martes,Nublado,0,Alto
Zona 1,18,Jueves,Nublado,0,Alto
Calzada Roosevelt,2,Martes,Nublado,0,Moderado
Calzada Roosevelt,22,Jueves,Lluvia,0,Moderado
Zona 12,12,Sábado,Soleado,0,Bajo
Calzada Roosevelt,7,Viernes,Lluvia,0,Alto
Zona 10,22,Miércoles,Nublado,0,Bajo
Zona 10,17,Domingo,Soleado,0,Moderado
Zona 10,12,Jueves,Soleado,0,Moderado
Zona 4,6,Martes,Soleado,0,Moderado
Zona 1,20,Viernes,Soleado,0,Bajo
Calzada Roosevelt,16,Domingo,Soleado,1,Moderado
Zona 12,8,Martes,Soleado,0,Moderado
Zona 10,5,Sábado,Soleado,0,Bajo
Calzada Roosevelt,2,Lunes,Soleado,0,Bajo
Zona 12,23,Viernes,Soleado,0,Bajo
Calzada Roosevelt,16,Jueves,Soleado,0,Alto
Calzada Roosevelt,18,Domingo,Soleado,0,Moderado
Zona 1,0,Martes,Soleado,0,Moderado
Zona 4,1,Lunes,Nublado,0,Bajo
Periférico,8,Miércoles,Soleado,0,Alto
Zona 1,19,Martes,Soleado,0,Moderado
Zona 12,7,Lunes,Soleado,0,Moderado
Zona 10,19,Viernes,Soleado,0,Moderado
Zona 4,12,Jueves,Lluvia,0,Moderado
Zona 1,7,Miércoles,Soleado,0,Moderado
Periférico,20,Miércoles,Soleado,0,Bajo
Zona 12,23,Viernes,Nublado,0,Bajo
Zona 12,6,Martes,Nublado,1,Alto
Calzada Roosevelt,22,Viernes,Soleado,0,Moderado
Zona 1,17,Jueves,Soleado,0,Alto
Zona 1,12,Martes,Nublado,0,Moderado
Zona 10,2,Martes,Soleado,0,Bajo
Zona 10,21,Miércoles,Soleado,0,Bajo
Zona 1,3,Domingo,Nublado,0,Bajo
Periférico,16,Miércoles,Lluvia,0,Alto
Zona 1,15,Domingo,Soleado,0,Bajo
Zona 12,15,Jueves,Soleado,0,Bajo
Calzada Roosevelt,6,Miércoles,Nublado,0,Alto
Zona 4,22,Sábado,Nublado,0,Bajo
Periférico,23,Miércoles,Soleado,0,Bajo
Zona 12,2,Miércoles,Lluvia,0,Moderado
Calzada Roosevelt,21,Domingo,Nublado,0,Bajo
Zona 10,6,Lunes,Lluvia,0,Alto
Zona 12,2,Miércoles,Nublado,0,Moderado
Zona 10,0,Miércoles,Soleado,0,Bajo
Zona 1,10,Martes,Soleado,0,Moderado
Zona 1,16,Miércoles,Nublado,1,Alto
Zona 12,14,Sábado,Soleado,0,Bajo
Calzada Roosevelt,16,Jueves,Nublado,0,Alto
Periférico,13,Martes,Soleado,1,Alto
Zona 4,3,Domingo,Soleado,0,Bajo
Calzada Roosevelt,8,Martes,Nublado,0,Alto
Zona 12,16,Viernes,Lluvia,0,Alto
Zona 1,1,Martes,Soleado,0,Moderado
Calzada Roosevelt,5,Sábado,Lluvia,0,Bajo
Calzada Roosevelt,13,Lunes,Nublado,0,Moderado
Calzada Roosevelt,20,Sábado,Soleado,0,Bajo
Zona 1,10,Lunes,Soleado,0,Moderado
Zona 4,5,Lunes,Lluvia,0,Moderado
Zona 1,4,Lunes,Soleado,0,Bajo
Zona 10,3,Sábado,Nublado,0,Bajo
Calzada Roosevelt,5,Miércoles,Soleado,0,Bajo
Zona 1,0,Jueves,Soleado,0,Moderado
Zona 10,0,Jueves,Soleado,0,Bajo
Periférico,15,Martes,Soleado,0,Moderado
Calzada Roosevelt,23,Martes,Soleado,0,Moderado
Calzada Roosevelt,9,Lunes,Lluvia,0,Alto
Periférico,1,Martes,Soleado,0,Bajo
Zona 4,6,Sábado,Soleado,0,Moderado
Zona 1,19,Martes,Soleado,0,Alto
Zona 1,14,Jueves,Lluvia,0,Alto
Zona 12,23,Miércoles,Soleado,0,Bajo
Zona 1,23,Domingo,Soleado,0,Bajo
Zona 12,2,Sábado,Soleado,0,Bajo
Calzada Roosevelt,18,Lunes,Soleado,0,Alto
Zona 4,22,Martes,Soleado,0,Bajo
Periférico,23,Sábado,Nublado,0,Bajo
Zona 12,1,Miércoles,Nublado,0,Bajo
Calzada Roosevelt,5,Viernes,Soleado,0,Bajo
Calzada Roosevelt,15,Jueves,Soleado,0,Moderado
Zona 12,0,Jueves,Lluvia,1,Moderado
Zona 10,22,Domingo,Soleado,0,Bajo
Zona 4,13,Viernes,Soleado,0,Moderado
Zona 10,1,Martes,Soleado,0,Bajo
Periférico,8,Jueves,Nublado,0,Alto
Periférico,18,Martes,Soleado,0,Alto
Zona 4,12,Domingo,Soleado,1,Bajo
Zona 12,12,Domingo,Soleado,1,Bajo
Zona 4,22,Martes,Soleado,1,Moderado
Periférico,2,Domingo,Nublado,0,Bajo
Zona 1,8,Domingo,Nublado,0,Alto
Zona 4,10,Domingo,Nublado,0,Bajo
Zona 4,6,Martes,Nublado,0,Moderado
Zona 12,16,Lunes,Soleado,0,Moderado
Zona 10,11,Lunes,Soleado,0,Bajo
Periférico,17,Martes,Soleado,0,Alto
Calzada Roosevelt,14,Lunes,Nublado,0,Alto
Zona 4,0,Miércoles,Soleado,0,Bajo
Calzada Roosevelt,5,Lunes,Soleado,0,Bajo
Zona 1,23,Viernes,Nublado,0,Moderado
Zona 1,3,Lunes,Soleado,0,Bajo
Zona 4,10,Viernes,Soleado,0,Bajo
Calzada Roosevelt,16,Martes,Nublado,0,Alto
Zona 4,16,Lunes,Lluvia,0,Alto
Zona 10,19,Domingo,Lluvia,0,Alto
Zona 10,14,Jueves,Soleado,0,Moderado
Zona 1,13,Jueves,Nublado,0,Alto
Zona 4,0,Martes,Nublado,0,Bajo
Zona 10,10,Lunes,Nublado,0,Moderado
Periférico,6,Sábado,Nublado,0,Moderado
Periférico,0,Lunes,Soleado,0,Bajo
Calzada Roosevelt,6,Jueves,Nublado,0,Alto
Zona 1,13,Miércoles,Soleado,0,Moderado
Zona 4,12,Jueves,Soleado,1,Moderado
Zona 4,10,Martes,Soleado,0,Bajo
Zona 12,0,Viernes,Nublado,0,Bajo
